LOC119724510	T-box protein 1
LOC119746113	NAD-dependent protein deacetylase sirtuin-2-like
LOC119746114	uncharacterized LOC119746114
LOC119746116	D(2) dopamine receptor-like
LOC119746117	low density lipoprotein receptor adapter protein 1-B-like
LOC119746118	F-box only protein 21-like
LOC119746119	low-density lipoprotein receptor-related protein 1-like
LOC119746120	deleted in malignant brain tumors 1 protein-like
LOC119746122	uncharacterized LOC119746122
LOC119746123	DDB1- and CUL4-associated factor 4-like
LOC119746124	3-oxo-5-alpha-steroid 4-dehydrogenase 1-like
LOC119746125	uncharacterized LOC119746125
LOC119746126	uncharacterized LOC119746126
LOC119746127	myogenesis-regulating glycosidase-like
LOC119746128	myogenesis-regulating glycosidase-like
LOC119746129	triple QxxK/R motif-containing protein-like
LOC119746130	UBX domain-containing protein 6-like
LOC119746131	solute carrier family 49 member 4 homolog
LOC119746132	spindle and kinetochore-associated protein 3-like
LOC119746133	all trans-polyprenyl-diphosphate synthase PDSS2-like
LOC119746134	uncharacterized LOC119746134
LOC119746135	quinone oxidoreductase PIG3-like
LOC119746136	quinone oxidoreductase PIG3-like
LOC119746137	uncharacterized LOC119746137
LOC119746138	alpha-1A adrenergic receptor-like
LOC119746139	trace amine-associated receptor 9-like
LOC119746140	uncharacterized LOC119746140
LOC119746141	cytochrome P450 20A1-like
LOC119746142	adenomatous polyposis coli protein-like
LOC119746143	adenomatous polyposis coli protein-like
LOC119746144	coiled-coil domain-containing protein 13-like
LOC119746145	zinc transporter ZIP10-like
LOC119746146	chromosome transmission fidelity protein 8 homolog
LOC119746147	heat shock cognate 71 kDa protein-like
LOC119746148	zinc transporter 2-like
LOC119746149	keratinocyte-associated protein 2-like
LOC119746151	alpha-2,8-sialyltransferase 8E-like
LOC119746153	maspardin-like
LOC119746154	branched-chain-amino-acid aminotransferase-like protein 2
LOC119746155	U3 small nucleolar RNA-associated protein 4 homolog
LOC119746156	uncharacterized LOC119746156
LOC119746157	probable cation-transporting ATPase 13A3
LOC119746158	probable cation-transporting ATPase 13A3
LOC119746159	NAD-capped RNA hydrolase NUDT12-like
LOC119746160	serine/threonine-protein kinase mTOR-like
LOC119746161	cyclin-dependent kinase 7-like
LOC119746164	B3 domain-containing protein At5g60140-like
LOC119746166	uncharacterized LOC119746166
LOC119746167	branched-chain-amino-acid aminotransferase-like protein 2
LOC119746168	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit
LOC119746169	isopentenyl phosphate kinase-like
LOC119746170	ribonuclease Oy-like
LOC119746171	mitotic spindle assembly checkpoint protein MAD2B-like
LOC119746172	F-box/WD repeat-containing protein pof1-like
LOC119746173	uncharacterized LOC119746173
LOC119746174	extracellular serine proteinase-like
LOC119746175	insulin-like peptide receptor
LOC119746176	uncharacterized protein C20orf85 homolog
LOC119746178	collagen alpha-1(X) chain-like
LOC119746179	beta-lactamase domain-containing protein 2-like
LOC119746180	tetraspanin-9-like
LOC119746181	dolichol kinase-like
LOC119746182	carbonyl reductase [NADPH] 3-like
LOC119746185	integral membrane protein GPR137B-like
LOC119746186	homeobox protein Hox-A10-like
LOC119746188	ADAMTS-like protein 1
LOC119746190	myosin light chain 3, skeletal muscle isoform-like
LOC119746191	centrosomal protein of 192 kDa-like
LOC119746194	complement C1q tumor necrosis factor-related protein 2-like
LOC119746195	myelin expression factor 2-like
LOC119746196	heterogeneous nuclear ribonucleoprotein M-like
LOC119746197	organic cation transporter protein-like
LOC119746198	membrane-bound transcription factor site-2 protease-like
LOC119746199	uncharacterized LOC119746199
LOC119746200	Golgi-associated PDZ and coiled-coil motif-containing protein-like
LOC119746201	uncharacterized LOC119746201
LOC119746202	40S ribosomal protein S26-like
LOC119746203	uncharacterized LOC119746203
LOC119746204	collagen alpha-1(X) chain-like
LOC119746205	beta-lactamase domain-containing protein 2-like
LOC119746207	uncharacterized LOC119746207
LOC119746208	methionyl-tRNA formyltransferase, mitochondrial-like
LOC119746209	complement C1q subcomponent subunit B-like
LOC119746210	mediator of RNA polymerase II transcription subunit 24-like
LOC119746211	uncharacterized LOC119746211
LOC119746212	cytochrome P450 20A1-like
LOC119746213	M protein, serotype 2.1-like
LOC119746214	Bardet-Biedl syndrome 5 protein homolog
LOC119746215	epidermal growth factor receptor-like
LOC119746216	QRFP-like peptide receptor
LOC119746217	uncharacterized LOC119746217
LOC119746218	E-selectin-like
LOC119746219	lovastatin diketide synthase mokB-like
LOC119746220	M-phase-specific PLK1-interacting protein-like
LOC119746221	uncharacterized LOC119746221
LOC119746222	uncharacterized LOC119746222
LOC119746223	gastrin/cholecystokinin type B receptor-like
LOC119746224	flocculation protein FLO11-like
LOC119746225	kelch-like protein 26
LOC119746226	uncharacterized LOC119746226
LOC119746227	phospholipid scramblase 1-like
LOC119746228	zinc finger protein 594-like
LOC119746229	phosphatidylinositol 3-kinase catalytic subunit type 3-like
LOC119746231	uncharacterized LOC119746231
LOC119746232	hepatitis A virus cellular receptor 1-like
LOC119746233	uncharacterized LOC119746233
LOC119746234	uncharacterized LOC119746234
LOC119746235	uncharacterized LOC119746235
LOC119746236	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6-like
LOC119746237	zinc transporter ZIP9-like
LOC119746238	protein Churchill-like
LOC119746239	enhancer of rudimentary homolog
LOC119746240	thymus-specific serine protease-like
LOC119746241	uncharacterized LOC119746241
LOC119746242	zinc finger protein Pegasus-like
LOC119746243	uncharacterized LOC119746243
LOC119746244	cholinesterase 1-like
LOC119746245	cholinesterase 1-like
LOC119746246	acetylcholinesterase-like
LOC119746247	methanethiol oxidase-like
LOC119746248	speckle-type POZ protein-like
LOC119746249	nostrin-like
LOC119746250	cysteine and histidine-rich domain-containing protein 1-like
LOC119746251	uncharacterized LOC119746251
LOC119746252	malonyl-CoA decarboxylase, mitochondrial-like
LOC119746253	mitogen-activated protein kinase kinase kinase 15-like
LOC119746254	probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial
LOC119746255	NAD(P)H-hydrate epimerase-like
LOC119746256	collagen alpha-1(X) chain-like
LOC119746257	mitochondrial import inner membrane translocase subunit Tim13-like
LOC119746260	homeobox protein orthopedia-like
LOC119746261	branched-chain-amino-acid aminotransferase-like protein 2
LOC119746262	ovomucoid-like
LOC119746263	collagen alpha-1(X) chain-like
LOC119746265	uncharacterized LOC119746265
LOC119746267	protein GDAP2 homolog
LOC119746268	terminal nucleotidyltransferase 5C-like
LOC119746269	hematopoietic prostaglandin D synthase-like
LOC119746270	fibropellin-1-like
LOC119746271	neurogenic locus notch homolog protein 2-like
LOC119746272	probable cysteine desulfurase
LOC119746273	major facilitator superfamily domain-containing protein 6-like
LOC119746274	organic cation transporter protein-like
LOC119746275	WD repeat, SAM and U-box domain-containing protein 1-like
LOC119746276	ferrochelatase, mitochondrial-like
LOC119746277	cyclin-H-like
LOC119746278	transcription factor Sp5-like
LOC119746279	calcitonin gene-related peptide type 1 receptor-like
LOC119746280	highly reducing polyketide synthase ZEA2-like
LOC119746282	protein RRNAD1-like
LOC119746284	S phase cyclin A-associated protein in the endoplasmic reticulum-like
LOC119746286	zinc phosphodiesterase ELAC protein 1-like
LOC119746287	uncharacterized LOC119746287
LOC119746288	microtubule-associated protein tau-like
LOC119746289	vesicle transport protein GOT1B-like
LOC119746290	centromere/kinetochore protein zw10 homolog
LOC119746291	forkhead box protein S1-like
LOC119746292	eukaryotic translation initiation factor 3 subunit J-A-like
LOC119746293	uncharacterized LOC119746293
LOC119746294	uncharacterized LOC119746294
LOC119746295	acyl-coenzyme A thioesterase THEM4-like
LOC119746296	F-box/WD repeat-containing protein 7-like
LOC119746297	collagen alpha-1(X) chain-like
LOC119746298	uncharacterized LOC119746298
LOC119746299	activator of 90 kDa heat shock protein ATPase homolog 1-like
LOC119746300	muscarinic acetylcholine receptor M3-like
LOC119746302	NAD-dependent protein deacetylase sirtuin-6-like
LOC119746303	ketosamine-3-kinase-like
LOC119746304	carbohydrate sulfotransferase 3-like
LOC119746305	cAMP-regulated phosphoprotein 21-like
LOC119746306	28S ribosomal protein S12, mitochondrial-like
LOC119746307	myosin-IIIb-like
LOC119746309	A-kinase anchor protein 13-like
LOC119746310	uncharacterized LOC119746310
LOC119746311	complement C1q subcomponent subunit B-like
LOC119746312	alpha-2A adrenergic receptor-like
LOC119746313	ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE-like
LOC119746314	tetratricopeptide repeat protein 22-like
LOC119746315	popeye domain-containing protein 3-like
LOC119746316	popeye domain-containing protein 3-like
LOC119746317	G patch domain-containing protein 4-like
LOC119746318	uncharacterized LOC119746318
LOC119746319	uncharacterized LOC119746319
LOC119746320	protein ABHD8-like
LOC119746321	uncharacterized LOC119746321
LOC119746322	2'-5'-oligoadenylate synthase 3-like
LOC119746324	segment polarity protein dishevelled homolog DVL-3-like
LOC119746327	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like
LOC119746328	ribosomal biogenesis protein LAS1L-like
LOC119746329	espin-like
LOC119746330	uncharacterized LOC119746330
LOC119746331	left-right determination factor 1-like
LOC119746333	transient receptor potential cation channel subfamily M member-like 2
LOC119746334	transient receptor potential cation channel subfamily M member 2-like
LOC119746335	3-hydroxyisobutyrate dehydrogenase, mitochondrial-like
LOC119746336	paired amphipathic helix protein Sin3a-like
LOC119746337	piggyBac transposable element-derived protein 1-like
LOC119746338	endoplasmic reticulum junction formation protein lunapark-B-like
LOC119746339	LRP chaperone MESD-like
LOC119746341	WD repeat-containing protein 75-like
LOC119746342	ficolin-2-like
LOC119746343	3-oxoacyl-[acyl-carrier-protein] reductase FabG-like
LOC119746344	pleckstrin homology domain-containing family A member 8-like
LOC119746346	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4-like
LOC119746347	uncharacterized LOC119746347
LOC119746349	lectin L6-like
LOC119746350	uncharacterized LOC119746350
LOC119746351	glycerol-3-phosphate dehydrogenase 1-like protein
LOC119746352	protein N-terminal glutamine amidohydrolase-like
LOC119746353	zinc finger C2HC domain-containing protein 1A-like
LOC119746354	uncharacterized LOC119746354
LOC119746355	trypsin alpha-3-like
LOC119746356	SAFB-like transcription modulator
LOC119746357	huntingtin-interacting protein K-like
LOC119746359	glycosyltransferase 8 domain-containing protein 1-like
LOC119746360	COP9 signalosome complex subunit 2
LOC119746361	outer dense fiber protein 3-like
LOC119746362	cyclin-dependent kinases regulatory subunit-like
LOC119746363	uncharacterized LOC119746363
LOC119746364	U6 snRNA-associated Sm-like protein LSm6
LOC119746365	pregnancy zone protein-like
LOC119746366	uncharacterized LOC119746366
LOC119746367	integrin alpha-9-like
LOC119746368	CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase-like
LOC119746369	CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase-like
LOC119746370	aqualysin-1-like
LOC119746371	aqualysin-1-like
LOC119746372	aqualysin-1-like
LOC119746373	cytochrome P450 2J6-like
LOC119746375	uncharacterized LOC119746375
LOC119746376	MAP/microtubule affinity-regulating kinase 3-like
LOC119746377	transmembrane protein 42-like
LOC119746378	sigma non-opioid intracellular receptor 1-like
LOC119746379	uncharacterized LOC119746379
LOC119746380	uncharacterized LOC119746380
LOC119746381	kelch-like protein 9
LOC119746382	pre-mRNA-splicing factor SPF27-like
LOC119746383	uncharacterized LOC119746383
LOC119746384	sigma non-opioid intracellular receptor 1-like
LOC119746386	uncharacterized LOC119746386
LOC119746387	echinoidin-like
LOC119746388	neuropeptide S receptor-like
LOC119746390	peptidyl-glycine alpha-amidating monooxygenase B-like
LOC119746391	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4-like
LOC119746392	uncharacterized LOC119746392
LOC119746393	complement C1q tumor necrosis factor-related protein 3-like
LOC119746395	uncharacterized LOC119746395
LOC119746396	gonadotropin-releasing hormone II receptor-like
LOC119746397	uncharacterized LOC119746397
LOC119746398	alpha-1A adrenergic receptor-like
LOC119746399	cell wall protein DAN4-like
LOC119746400	D-2-hydroxyglutarate dehydrogenase, mitochondrial-like
LOC119746401	L-rhamnose-binding lectin CSL3-like
LOC119746402	F-box only protein 42-like
LOC119746403	ciliogenesis and planar polarity effector 2-like
LOC119746404	neuroblastoma suppressor of tumorigenicity 1-like
LOC119746406	uncharacterized LOC119746406
LOC119746407	uncharacterized LOC119746407
LOC119746408	complement C1q subcomponent subunit B-like
LOC119746409	A disintegrin and metalloproteinase with thrombospondin motifs 15-like
LOC119746411	complement C1q subcomponent subunit B-like
LOC119746412	collagen alpha-1(X) chain-like
LOC119746413	rab9 effector protein with kelch motifs-like
LOC119746414	uncharacterized LOC119746414
LOC119746415	selenoprotein W-like
LOC119746417	semaphorin-6D-like
LOC119746418	advillin-like
LOC119746419	uncharacterized LOC119746419
LOC119746420	CTD small phosphatase-like protein
LOC119746421	piggyBac transposable element-derived protein 4-like
LOC119746423	presequence protease, mitochondrial-like
LOC119746424	uncharacterized LOC119746424
LOC119746429	G-protein coupled receptor 54-like
LOC119746430	scavenger receptor cysteine-rich domain superfamily protein-like
LOC119746431	collagen alpha-1(X) chain-like
LOC119746432	uncharacterized LOC119746432
LOC119746433	solute carrier family 22 member 8-like
LOC119746434	demethylmenaquinone methyltransferase-like
LOC119746435	organic cation transporter protein-like
LOC119746436	organic cation transporter protein-like
LOC119746437	uncharacterized LOC119746437
LOC119746438	monocarboxylate transporter 13-like
LOC119746439	monocarboxylate transporter 13-like
LOC119746440	uncharacterized LOC119746440
LOC119746441	serine protease 23-like
LOC119746442	NADP-dependent malic enzyme-like
LOC119746443	tyrosine 3-monooxygenase-like
LOC119746444	tubulin alpha-1 chain-like
LOC119746445	tubulin alpha-1C chain-like
LOC119746446	long-chain-fatty-acid--CoA ligase ACSBG2-like
LOC119746447	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A-like
LOC119746448	cysteine-rich venom protein Mr30-like
LOC119746450	probable RNA-binding protein EIF1AD
LOC119746451	ATP-dependent RNA helicase DHX8-like
LOC119746452	carbonyl reductase [NADPH] 1-like
LOC119746453	carbonyl reductase [NADPH] 3-like
LOC119746454	F-actin-monooxygenase MICAL3-like
LOC119746455	collagen alpha-1(X) chain-like
LOC119746456	glycine receptor subunit alpha-4-like
LOC119746457	DNA polymerase kappa-like
LOC119746458	ceramide transfer protein-like
LOC119746459	serine/threonine-protein kinase rio2-like
LOC119746461	achaete-scute homolog 1-like
LOC119746462	EF-hand domain-containing protein D2-like
LOC119746463	eukaryotic translation initiation factor 5A-1-like
LOC119746464	collagen alpha-1(X) chain-like
LOC119746465	uncharacterized LOC119746465
LOC119746466	retinol dehydrogenase 8-like
LOC119746467	dehydrogenase/reductase SDR family member on chromosome X-like
